country,country isocode,year,POP,XRAT,PPP,cgdp,cc,ci,cg,p,pc,pg,pi,openc,cgnp,csave,y,rgdpl,rgdpch,rgdpeqa,rgdpwok,rgdptt,openk,kc,kg,ki,grgdpch
Angola,AGO,1950,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1952,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1953,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1954,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1957,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1959,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1960,4816,0.028668441,0.005020874,542.6847646,76.75000712,8.840981333,9.452173976,17.51359216,13.07199525,24.0275627,49.10752962,36.97535974,.,13.79781891,18.7882976,2462.232896,2471.343979,3127.006666,5136.466808,2361.689159,31.33579421,72.86890726,11.54629473,6.963228339,.
Angola,AGO,1961,4884.19,0.028734859,0.004987657,564.374566,74.2340585,7.923454407,9.846315101,17.35751197,13.18042573,23.65435103,48.66726533,35.22815749,.,15.9196264,19.22740301,2595.018119,2598.44707,3290.65633,5417.86863,2428.625191,32.50923171,68.89259561,11.47156414,6.13465999,5.14307567
Angola,AGO,1962,4955.35,0.02867844,0.004954231,573.9425821,75.48489283,6.759607685,10.55358472,17.27510489,13.41371783,23.64871218,50.44448306,38.79253153,.,13.96152245,18.48138475,2617.892495,2614.365919,3310.467412,5470.507549,2446.125708,34.65629208,69.76397172,12.05302091,5.357229227,0.612629331
Angola,AGO,1963,5028.69,0.028752031,0.005097761,593.7242133,73.68173362,5.723326187,13.56283803,17.73008852,13.90190093,24.04084744,52.05902427,38.60076987,.,12.75542836,18.36624702,2674.682143,2650.899742,3357.982889,5563.976377,2526.544023,33.35800695,68.47030289,15.34630257,4.558223967,1.397425794
Angola,AGO,1964,5103.68,0.02881977,0.005135454,661.8103912,72.25510448,6.429963715,11.6878587,17.81920635,13.97239308,23.90283763,49.9884815,40.56471088,.,16.05703682,19.30389337,2734.91793,2722.495633,3450.823685,5735.24746,2762.266518,32.15701774,72.33183836,14.09136419,5.52122297,2.700814729
Angola,AGO,1965,5180,0.028778531,0.00535139,686.8876586,74.79483029,7.518309994,12.16144127,18.59507777,14.40775449,24.13728929,51.28711281,39.17130322,.,13.04372844,18.66862121,2882.303888,2874.319409,3642.969796,6070.71416,2825.165706,32.95591128,72.80021085,13.85258201,6.267789166,5.576639851
Angola,AGO,1966,5257.6,0.02882386,0.005245445,739.6070239,73.40704687,7.864850875,12.26088195,18.19827468,14.04003993,23.1453317,49.29720519,39.81294492,.,14.33207119,18.57565583,2928.743436,2922.479549,3712.042505,6201.359041,2946.780199,32.54639658,73.54188215,14.10329812,6.79234468,1.675531938
Angola,AGO,1967,5336.65,0.028841609,0.005625181,773.3763902,72.91904978,11.32589311,13.33892984,19.50369928,14.10295871,22.73639401,50.46780772,41.29887546,.,13.74202038,18.6579264,3032.278758,3037.21538,3854.819148,6456.541118,2991.794489,36.60029659,71.805436,14.82587731,9.652348884,3.925975493
Angola,AGO,1968,5417.59,0.02872761,0.005781747,803.7275328,69.98072676,11.76480493,14.97831663,20.12609814,14.47659471,22.83340233,50.28431143,42.76888247,.,15.04095661,17.92585139,3045.275431,3047.059673,3875.249363,6506.800894,2993.028331,39.4343413,68.63899203,16.29712123,10.09317146,0.324122308
Angola,AGO,1969,5501.07,0.028561199,0.005721576,897.6544251,67.11744096,11.06342299,15.92952076,20.03268699,14.48007993,23.0769251,49.33496736,43.36180963,.,16.95303828,18.66180527,3264.554699,3260.713395,4145.601584,6985.210633,3198.754239,40.69230957,65.71590674,17.04475847,9.425599543,7.011799753
Angola,AGO,1970,5588,0.02862511,0.005950856,965.8488183,64.21427237,10.76073408,16.32982224,20.78893807,15.20672792,23.07186742,50.63613347,47.42267426,.,19.4559054,19.31594035,3333.448314,3328.676517,4231.562165,7154.511588,3277.989861,45.10138623,63.35654742,17.09900561,9.271896962,2.08430223
Angola,AGO,1971,5670.08,0.028191119,0.006085111,993.4950731,65.65396395,11.67591096,17.1626321,21.58520388,15.62700102,23.16515597,52.76594008,47.07275566,.,17.18340395,18.52086695,3332.833406,3330.961671,4244.149594,7195.341057,3224.343819,46.48184244,64.01520018,17.29237129,10.01324633,0.068650507
Angola,AGO,1972,5762.34,0.02705281,0.00635619,1029.783059,59.42356446,11.39848065,18.19935468,23.49548921,16.98963909,24.60488133,55.64105263,43.68076696,.,22.37708086,17.65279919,3305.358616,3303.893715,4207.347837,7172.080779,3226.492342,44.01284627,58.49959816,18.134236,9.970951765,-0.812616838
Angola,AGO,1973,5867.47,0.024514619,0.006528573,1217.811747,60.96947216,10.18581807,16.98729471,26.63134761,20.26035775,28.9143007,60.95894797,48.95429043,.,22.04323313,18.84917869,3492.80135,3487.106158,4450.072714,7616.19002,3627.916999,47.30705976,64.13237779,17.86276807,9.468241848,5.545349167
Angola,AGO,1974,5987.34,0.025407599,0.007181865,1383.435425,56.68692462,7.871256085,13.79131186,28.26660367,21.461453,30.19155032,73.90296965,55.63646638,.,29.52176352,19.93492796,3241.74048,3230.769358,4124.324488,7090.228964,3767.151524,42.90847931,67.24716734,16.09033327,8.118360185,-7.350989276
Angola,AGO,1975,6123,0.02555218,0.007929414,983.5235237,46.54626025,6.037146531,25.28121613,31.03224222,24.07189281,33.76765887,73.24151671,70.04975926,.,28.17252363,13.13032477,2094.277417,2085.935919,2670.911108,4602.756005,2411.425016,62.24647028,55.14881534,29.35439785,6.117181699,-35.43531935
Angola,AGO,1976,6276.2,0.02938362,0.010082301,868.2184343,51.225868,7.258531048,28.66645241,34.31265676,27.11697946,38.11390911,70.08248323,62.82403804,.,20.10767959,10.4883557,1855.535091,1849.489053,2368.94431,4104.267376,2039.282888,64.47188346,57.60104166,31.61217031,7.031144335,-11.33528904
Angola,AGO,1977,6449.34,0.029918,0.011703993,935.6042922,48.6950142,7.491901186,28.86751816,39.12023717,31.38104875,43.0294173,74.35983191,60.89142979,.,22.43746765,10.24523209,1850.126848,1845.878715,2363.067645,4111.794848,2067.242177,66.28450834,56.02796128,31.8934354,7.496724865,-0.195207308
Angola,AGO,1978,6636.63,0.029918,0.012638741,1014.088626,48.24055229,8.354132489,30.31047685,42.24460392,32.83790076,45.34153727,85.32687841,63.9575313,.,21.44897086,9.92375986,1905.605155,1903.793378,2440.760741,4267.024073,2106.876945,73.77827965,54.8395121,33.19829426,8.215640377,3.137511794
Angola,AGO,1979,6828.5,0.029918,0.013457386,1095.141535,48.30843063,8.373956821,29.22137684,44.98090273,34.45678115,47.92181585,95.43092007,68.04078287,.,22.47019253,9.688462582,1891.385648,1889.51375,2417.550071,4244.270312,2105.173117,76.47737481,55.10781635,32.34790981,8.311208811,-0.750061854
Angola,AGO,1980,7019,0.029918,0.013663777,1395.50803,42.76278124,7.184738845,25.19812989,45.67075802,34.53342419,47.59700883,105.2032562,72.72129285,.,32.03908888,11.46647886,1929.016315,1926.599701,2471.756063,4355.54244,2438.40419,74.70005613,55.58928889,31.46707204,8.232824729,1.962724617
Angola,AGO,1981,7210.28,0.029918,0.014353138,1370.447469,40.81915424,7.866612859,28.69428251,47.97492626,39.36248656,45.7449559,100.7981567,74.97639574,.,30.48656325,10.15345084,1733.317571,1734.845212,2231.277841,3987.474993,2195.171321,90.98994617,53.12841376,35.74569443,9.084450707,-9.953001097
Angola,AGO,1982,7403.66,0.029918,0.014636713,1431.068433,40.21107895,9.011262993,32.28640963,48.92276391,43.08204301,44.13214126,92.15018878,66.50835098,.,27.50251143,10.29332041,1659.067825,1664.256344,2137.307116,3882.447791,2144.813955,87.23802142,53.3158268,41.25301877,10.47552983,-4.06888564
Angola,AGO,1983,7599.67,0.029918,0.014991801,1434.565318,44.94374647,7.786327806,33.02274798,50.10963545,41.39975568,46.80521788,114.3986802,66.55134525,.,22.03350555,9.599216449,1744.325358,1744.686665,2242.427883,4137.473875,2063.139874,81.38391281,54.54804111,38.69275998,8.408872822,4.832808436
Angola,AGO,1984,7799.5,0.029918,0.016863592,1392.071905,39.12765663,8.315097783,41.96222208,56.36603901,55.95657596,43.8696548,121.3559397,65.80544958,.,18.9101213,8.445245748,1772.491699,1778.792849,2285.916136,4283.518526,1937.948588,83.70701229,43.91719126,45.33064654,8.511187075,1.954860124
Angola,AGO,1985,8005,0.029918,0.017160617,1485.032424,47.23545236,6.474199022,35.99623097,57.35883702,47.62029462,51.55337184,160.688889,61.2745098,92.18139209,16.76831667,8.483572295,1861.83025,1860.281064,2394.032594,4557.819428,1998.124861,71.77542473,52.02681364,38.16203563,6.509725753,4.581096385
Angola,AGO,1986,8218.72,0.029918,0.017015342,1358.653534,44.37244536,6.515187457,42.79657771,56.87326165,51.2689902,49.65967144,142.4260115,70.52631579,92.27482464,12.83097693,7.411850899,1859.622154,1861.50133,2399.735141,4384.636422,1786.175439,71.78053373,43.59262204,40.73219897,5.897764103,0.065595803
Angola,AGO,1987,8443.86,0.029918,0.017559283,1490.542903,51.53075083,6.314840274,38.98698808,58.6913651,60.29778078,42.23319536,147.1931541,61.99095023,93.81020325,9.482261088,7.703380002,1978.415923,1976.987568,2544.992363,4466.833831,1915.090985,61.96248133,50.36366994,37.76082495,5.76652808,6.203929894
Angola,AGO,1988,8684.31,0.029918,0.015928361,1727.792153,45.6044253,4.281077368,39.23583624,53.240059,53.73117342,42.58130598,145.6953134,55.23012552,83.17266733,15.15973846,8.3645688,2080.78805,2077.758653,2673.02375,4518.34556,2134.629201,59.1989531,47.56668708,40.51728687,4.150575645,5.097203773
Angola,AGO,1989,8944.62,0.029918,0.017214835,1805.427443,43.39717417,4.258622764,37.59600163,57.5400591,59.14060212,43.49215621,165.2476353,52.87769784,83.84107333,19.0068242,8.210733659,2021.403318,2018.749365,2603.351535,4236.205872,2134.027926,59.97098539,47.03606707,39.69308579,4.300397223,-2.840045321
Angola,AGO,1990,9230,0.029918,0.017428847,1908.393845,32.44695956,3.806851035,45.83087996,58.25538939,64.33042368,43.88796091,179.4462355,59.60912052,80.05824766,21.72216048,8.295579775,1944.115514,1946.464916,2510.134499,4084.521956,2129.32616,70.6845603,37.12941624,49.79207635,4.141379094,-3.580654961
Angola,AGO,1991,9593.46,0.055098329,0.051008028,1645.061267,42.83228372,4.97703079,48.96087183,92.5763612,83.50132838,85.49810071,240.3074516,57.39130435,80.81687293,8.206844455,7.008888572,1882.479785,1881.706642,2426.623116,3948.631199,1831.324508,56.30768816,41.67702124,48.09987604,4.572151937,-3.326968443
Angola,AGO,1992,9943.65,0.251416713,0.163934142,1621.369246,57.18307279,1.277272015,43.50711637,65.20415467,64.36939534,62.77192424,185.423994,139.5384,60.74288477,-0.690189156,6.613049865,1864.643656,1861.436461,2400.482968,3906.095626,1761.673625,126.3974695,53.8390156,41.04936075,1.180131604,-1.077223253
Angola,AGO,1993,10286.31,2.660166979,2.561887084,1022.223248,38.54199928,11.16023712,51.55249622,96.30549901,83.13902217,77.60078453,228.1787781,109.0578404,61.28807001,9.905504494,4.008005225,1143.24942,1143.084347,1474.105919,2398.683415,1083.025971,118.7045209,36.54563174,49.06862203,10.35661105,-38.59127773
Angola,AGO,1994,10627.18,59.51499939,53.31982417,1095.935147,34.6641262,9.086407635,46.74866101,89.59056492,70.33591189,76.84238677,228.6340717,160.8695652,47.8616652,18.58721279,4.084111222,1139.204825,1138.839765,1468.632164,2389.776454,1140.352114,165.280484,34.74770644,46.63833652,8.980121916,-0.371327069
Angola,AGO,1995,10972,2750.22998,1007.527137,1244.73208,41.85866831,9.429165274,57.6511199,36.63428674,29.5758239,31.91094061,96.84789336,146.5843023,48.18762356,0.490211786,4.462217957,1253.301652,1252.622204,1615.36444,2628.54103,1258.381971,148.0303787,42.49775419,57.45425651,9.457261363,9.99108412
Angola,AGO,1996,11316.94,128029.2031,54873.2789,1362.324095,37.16767179,8.569130875,56.74546684,42.85997067,34.349205,37.76510535,113.5130935,134.8699764,52.97046552,6.086861371,4.66646665,1362.324095,1362.324095,1756.834496,2858.742858,1362.324095,134.8699764,37.16767179,56.74546684,8.569130875,8.757779534
Angola,AGO,1997,.,.,.,.,.,.,.,.,.,.,.,.,59.08598314,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1998,.,.,.,.,.,.,.,.,.,.,.,.,50.0803984,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,1999,.,.,.,.,.,.,.,.,.,.,.,.,44.52154999,.,.,.,.,.,.,.,.,.,.,.,.
Angola,AGO,2000,.,.,.,.,.,.,.,.,.,.,.,.,53.80725503,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1950,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1952,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1953,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1954,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1957,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1959,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1960,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1961,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1962,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1964,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1966,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1967,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1969,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1970,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1971,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1972,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1978,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1979,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1980,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1983,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1984,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1985,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1988,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1990,.,.,.,.,.,.,.,.,.,.,.,.,99.85725636,.,.,.,.,.,.,.,.,.,.,.,.
Albania,ALB,1991,3277,15.62730895,3.130935001,1605.359575,82.80605737,6.920760554,36.65829225,20.03502337,23.77928954,12.01830634,17.69875366,54.88592499,98.09510029,-19.46434961,6.83973698,2213.043945,2212.101046,.,5204.943639,1819.898309,18.41257971,66.88335914,29.89493221,5.277578227,.
Albania,ALB,1992,3225,75.03250122,10.52729699,1566.985733,136.9387226,5.107669839,35.08236565,14.03031596,15.59272557,7.875215457,14.41818546,108.9357819,95.94228851,-72.02108828,6.391236799,2254.199984,2251.493096,.,5297.630814,1734.11529,44.81152692,103.0724053,26.46192819,3.772735663,1.780752718
Albania,ALB,1993,3179,102.0625,19.33009247,2031.935744,109.3874765,12.53642946,25.73137845,18.93946599,20.79969445,10.50927767,20.01111629,77.13618155,99.02265837,-35.11885499,7.966957406,2436.577289,2437.185281,.,5734.553602,2147.081122,49.34789777,96.73727565,22.84242614,10.85033432,8.24751297
Albania,ALB,1994,3185,94.62332916,23.45143893,2514.794185,87.77805173,14.41892225,25.37936588,24.78399264,27.05680177,13.53110407,30.75450951,49.55676918,100.2517417,-13.1574176,9.371630412,2657.362793,2659.774735,.,6258.293494,2610.949662,45.56013987,86.55663858,24.90710208,14.01817169,9.133054242
Albania,ALB,1995,3225,92.69750214,25.04923752,2775.980182,83.33837323,13.1037941,25.65235676,27.02255934,29.20735563,14.406492,37.82511701,46.00123257,102.4045029,-8.990729992,9.951562118,2826.321426,2828.707322,.,6655.781933,2824.868111,45.41243505,83.67584969,25.28228205,12.99761724,6.351387003
Albania,ALB,1996,3266,104.4989014,28.05470236,3070.842103,93.05658067,10.65489004,23.56667864,26.84688736,28.60696083,14.35752106,39.09914556,54.46446129,102.4170991,-16.62325931,10.5187762,3070.842103,3070.842103,3651.417482,7225.51083,3070.842103,54.46446129,93.05658067,23.56667864,10.65489004,8.559909304
Albania,ALB,1997,3339,148.9329071,36.63001698,2789.132703,92.88643213,11.01634964,21.49832618,24.59497884,25.92494965,13.11583104,35.78255221,46.71169728,102.0048519,-14.3847583,9.056261357,2763.491551,2763.491551,3285.959038,6475.954428,2733.947694,46.64395058,91.95037652,21.3849456,11.0051432,-10.00867324
Albania,ALB,1998,3364,150.6333008,44.67329903,3067.515574,91.20977509,11.00103397,20.47621067,29.65698739,31.38736587,14.72683508,43.09986128,41.08887227,102.0274363,-11.68598576,9.517522692,2879.960165,2879.900076,3412.203882,6721.478015,2965.52029,47.18367492,93.66835114,21.32901191,11.6866298,4.212371312
Albania,ALB,1999,3383,137.6905975,43.84213424,3413.647875,89.93669608,11.23342719,21.79218789,31.84105163,33.77420993,15.73429564,47.61002213,55.25137962,101.7407967,-11.72888396,10.12177925,3258.217567,3257.161061,3840.991818,7571.386347,3249.24826,49.366194,89.35717265,21.72155962,11.8072553,13.09979427
Albania,ALB,2000,3411,143.7093964,43.16301238,3657.989863,85.44509351,12.70393606,23.38979631,30.03492706,32.3731653,13.96311899,43.89876663,59.4174507,102.7985386,-8.834889823,10.2698675,3350.262246,3346.264563,3936.781839,7747.334201,3402.065281,50.74929879,87.80285091,22.49489887,13.42595106,2.735618544
Argentina,ARG,1950,17213.35915,3.77E-13,4.50389E-13,1182.345625,70.35838535,14.33766839,13.95126499,119.4666704,115.6287958,98.32223073,158.874636,12.31619394,.,15.69034965,61.18056632,6585.323838,6430.013474,7587.79864,15512.08855,6736.818471,9.89605146,68.46878713,20.37909469,12.08861098,.
Argentina,ARG,1951,17513.59217,5.11E-13,5.57101E-13,1344.122882,67.46209861,19.91576323,13.24996755,109.0217178,110.0310265,85.59947458,121.1856444,12.85807324,.,19.28793385,61.53102949,6852.442188,6774.756631,7995.873541,16424.83654,6974.183514,9.118689793,66.60805698,19.06849097,16.73585395,5.361468651
Argentina,ARG,1952,17913.90286,5.37E-13,6.92176E-13,1238.291337,68.77005566,18.65052902,14.06973593,128.8967957,132.4643283,102.7245767,135.4862491,9.38236114,.,17.1602084,54.70693496,6283.007516,6178.885428,7293.93311,15058.80798,6309.969215,7.150369388,66.89230342,19.81884593,15.20109131,-8.795462862
Argentina,ARG,1953,18214.13587,5.27E-13,7.48712E-13,1283.684317,66.14357319,19.11948094,13.02197613,142.0706252,144.5560056,120.7950676,147.9629332,7.861701757,.,20.83445068,54.54329657,6341.773679,6265.333352,7397.209265,15349.74007,6434.324735,7.526411667,65.18004172,18.68656834,15.86272032,1.399086057
Argentina,ARG,1954,18614.44657,5.43E-13,7.98501E-13,1318.121198,68.56939384,17.4424797,13.31878531,147.0536236,148.1944876,126.9240093,157.939327,7.587292063,.,18.11182085,57.16230961,6495.854317,6402.844173,7560.256585,15766.92319,6575.410888,8.528616432,67.26212359,18.68682889,14.60297232,2.194788575
Argentina,ARG,1955,18914.67958,6.08E-13,8.60388E-13,1432.306314,69.32130612,18.00783398,12.97789629,141.5111148,143.9091079,121.5678925,146.6527136,8.273233903,.,17.70079759,57.82870098,6933.768647,6860.421616,8102.046521,16979.09948,7031.264217,8.34002724,68.74677439,17.83422952,15.13529009,7.146471652
Argentina,ARG,1956,19314.99026,1.38E-12,1.0712E-12,1436.643478,68.06681288,17.20116133,14.6270787,77.62328211,80.4886087,57.80182254,83.14014217,15.39689042,.,17.30610842,56.1754066,6857.635937,6736.07405,7954.814028,16759.68709,6911.281574,8.200533796,67.01675265,19.62055368,14.04028153,-1.812535343
Argentina,ARG,1957,19615.22328,1.82E-12,1.23223E-12,1534.841121,69.13753823,18.16495327,13.60433248,67.70494865,69.56560606,46.91888653,76.19047703,15.17751929,.,17.25812929,58.02822274,7082.847804,6998.346313,8268.136066,17506.33996,7084.794739,8.516168201,68.24140084,17.97846504,14.71026386,3.893547805
Argentina,ARG,1958,19915.4563,2.24E-12,1.58241E-12,1678.260226,69.24039331,18.13641204,13.12567217,70.64348663,70.57364241,57.95849072,80.09051173,12.81078505,.,17.63393452,63.39849276,7465.534947,7392.764347,8733.086407,18588.49067,7499.502609,8.261866223,68.76863731,17.28528247,14.90446402,5.635874766
Argentina,ARG,1959,20315.76699,5.92E-12,3.11987E-12,1583.858727,66.99634822,17.53989271,14.1977385,52.70056919,55.22786425,35.51268736,56.95997448,16.11732016,.,18.80591328,56.0358544,6875.465521,6779.678902,8010.585578,17137.38706,6982.433603,8.418913035,67.21016632,18.60564999,14.46323678,-8.293047314
Argentina,ARG,1960,20616,6.4E-12,3.67902E-12,1733.876018,62.47719172,23.20239936,14.32040664,57.48476437,61.31522206,39.66193783,58.17063673,15.20809742,102.5880823,23.20240164,60.02854835,7395.083158,7371.478317,8711.296546,18732.67427,7480.196597,8.650539289,63.1018091,18.6089882,19.44014673,8.729018351
Argentina,ARG,1961,20995.87,7E-12,4.35079E-12,1826.051765,62.37060735,23.81596503,13.81342582,62.15409403,64.22020661,35.04978025,72.46393159,11.98989336,102.587473,23.81596683,62.21087081,7582.228693,7586.38205,8960.093689,19301.83951,7759.453045,8.75543471,64.09711498,17.8213038,20.41894429,2.915341045
Argentina,ARG,1962,21341.9,8.72E-12,5.85882E-12,1704.56575,67.18396895,22.53710191,14.97076936,67.18825051,70.77303985,54.71892075,64.784884,14.07552628,102.5880864,17.84526169,54.8883049,7479.627472,7457.435745,8796.414384,18987.80402,7207.437765,10.17940349,64.54371542,17.77285425,18.56666739,-1.699707512
Argentina,ARG,1963,21665.36,1.39E-11,7.00566E-12,1669.987227,65.83597255,18.78068792,15.38333756,50.40042866,54.71730164,33.58926775,49.03765814,15.78090683,102.587703,18.78068989,51.65933484,7066.40346,7004.179566,8258.829951,17855.51855,7037.404827,9.282499448,65.13400839,18.53130006,15.92431629,-6.077909274
Argentina,ARG,1964,21976.2,1.4E-11,8.86305E-12,1845.565525,64.20436772,21.75588146,14.03974943,63.30748663,70.30109941,32.59684035,62.48698628,11.12742998,102.5877967,21.75588285,53.83203496,7556.724281,7546.325827,8885.57813,19251.55131,7617.655267,9.009626267,64.8682456,17.08378325,18.85428454,7.740324986
Argentina,ARG,1965,22283,1.7E-11,1.03812E-11,2083.046727,65.1178142,20.01903603,12.78785839,61.06597291,63.21322983,38.6297967,68.41327807,10.37645773,102.5878838,22.09432741,56.61422186,8239.235925,8235.097,9692.403927,21035.76593,8448.304786,8.48078142,67.23989054,15.45288701,17.7053061,9.127238726
Argentina,ARG,1966,22592.99,2.09E-11,1.28236E-11,2075.226422,65.52453182,19.52753878,13.28470005,61.35675371,62.72890199,49.90094829,64.54597107,11.64260516,104.071593,21.19076813,52.12050527,8087.588479,8075.642502,9494.908976,20645.35724,8172.558868,8.815304816,66.70028028,15.52663962,17.1357642,-1.936279539
Argentina,ARG,1967,22912.03,3.33E-11,1.59488E-11,2190.548567,65.14786112,19.38252651,12.97108021,47.89435868,48.92306799,35.96126752,52.42250268,12.49266056,100.3610366,21.88105867,52.8476101,8217.757529,8212.102087,9648.974469,21021.21387,8377.430984,8.554865713,67.04930214,15.06792105,17.26428976,1.689767526
Argentina,ARG,1968,23244.67,3.5E-11,1.70456E-11,2335.300701,64.80261031,20.04754888,14.06909877,48.70164466,50.65323937,34.02531632,52.69286984,11.88816484,98.51614195,21.12829092,52.08513036,8495.035707,8488.685509,9965.050044,21748.0484,8593.58454,8.193101373,66.20339824,15.94444848,17.91428731,3.367997853
